Unnamed: 0,unidad,calle_unidad,nro_unidad,barrio_unidad,distrito,zona,manzana,parcela,Nomenclatu,Categoria_perfil,Descripcion_perfil,geometry,Estado,Tipo_Parce,_merge,gestor,tasa_interes_anual,plazo_meses,capital_original,fecha_inicio,fecha_vencimiento,dias_mora,score_riesgo,bucket_mora,estado_credito,saldo_capital,intereses_devengados,saldo_total,pagos_ultimo_mes,fecha_ultimo_pago
41,215986,SUIPACHA                                ,2055,GENERAL PUEYRREDON                      ,1,16,7,18,1101010116007018,Perfil Con Límites,"Perfil Con Límites. Con actividad. NSE B. De cumplimiento normal con entidades financieras. Con atrasos en los últimos 18 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $1.139.000,00 y $1.139.500,00.","POLYGON ((4389464.19620529 6526294.34816372, 4389454.25010152 6526321.02069861, 4389451.27534146 6526328.99813285, 4389459.15590211 6526331.95658993, 4389472.37642708 6526297.43082439, 4389464.19620529 6526294.34816372))",EDIFICADO NoPH,URBANO,both,Estudio D,72,36,538000,2022-06-15,2025-06-15,34,47,31-60 días,En mora,50100,3400,53500,0,2026-03-16
42,215986,SUIPACHA                                ,2055,GENERAL PUEYRREDON                      ,1,16,7,18,1101010116007018,Perfil Con Límites,Perfil Con Límites. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4389464.19620529 6526294.34816372, 4389454.25010152 6526321.02069861, 4389451.27534146 6526328.99813285, 4389459.15590211 6526331.95658993, 4389472.37642708 6526297.43082439, 4389464.19620529 6526294.34816372))",EDIFICADO NoPH,URBANO,both,Estudio C,96,18,59000,2023-09-08,2025-03-08,68,51,61-90 días,En mora,11000,2000,13000,3300,2026-02-05
43,216278,SUIPACHA                                ,1706,GENERAL PUEYRREDON                      ,1,16,12,1,1101010116012001,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4389035.90151808 6526094.748401, 4389028.6793941 6526113.37263592, 4389039.32785789 6526117.39775843, 4389046.43236122 6526098.81833141, 4389035.90151808 6526094.748401))",EDIFICADO NoPH,URBANO,both,Estudio B,96,48,418000,2024-12-21,2028-12-21,118,27,91-180 días,En gestión judicial,418000,129700,547700,0,2025-12-11
44,218098,"MANZI, HOMERO                           ",1442,GENERAL PUEYRREDON                      ,1,17,35,38,1101010117035038,Perfil Adecuado,Perfil Adecuado. Con actividad. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,,,,left_only,Estudio A,96,12,259000,2022-12-27,2023-12-27,38,55,31-60 días,En mora,27000,2700,29700,0,2026-02-22
45,219577,"RAWSON, GUILLERMO DR.                   ",1455,LOS PINOS                               ,1,18,25,8,1101010118025008,Perfil Con Límites,"Perfil Con Límites. Con actividad. NSE D1. De cumplimiento normal con entidades financieras. Con atrasos en los últimos 24 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $391.000,00 y $391.500,00.","POLYGON ((4391501.44099608 6526942.25551107, 4391501.56599427 6526933.25553729, 4391484.53479359 6526932.81804132, 4391484.53479426 6526936.94302929, 4391484.50354515 6526941.81801507, 4391501.44099608 6526942.25551107))",EDIFICADO NoPH,URBANO,both,Estudio D,60,6,905000,2023-05-01,2023-11-01,41,36,31-60 días,En mora,101700,6900,108600,0,2026-02-20
46,221757,CHARCAS                                 ,2283,GENERAL PUEYRREDON                      ,1,22,1,25,1101010122001025,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4389963.22657712 6526146.63308039, 4389954.22660714 6526170.5705121, 4389947.22663049 6526189.19545896, 4389956.50785416 6526192.69544724, 4389972.35155124 6526150.07056888, 4389963.22657712 6526146.63308039))",EDIFICADO PH,URBANO,both,Estudio B,72,24,256000,2022-12-20,2024-12-20,249,22,+180 días,En mora,174600,85800,260400,0,2025-07-22
47,221757,CHARCAS                                 ,2283,GENERAL PUEYRREDON                      ,1,22,1,25,1101010122001025,Perfil Con Límites,"Perfil Con Límites. Sin actividad declarada. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $97.500,00 y $98.000,00.","POLYGON ((4389963.22657712 6526146.63308039, 4389954.22660714 6526170.5705121, 4389947.22663049 6526189.19545896, 4389956.50785416 6526192.69544724, 4389972.35155124 6526150.07056888, 4389963.22657712 6526146.63308039))",EDIFICADO PH,URBANO,both,Estudio D,120,24,575000,2023-04-28,2025-04-28,83,51,61-90 días,En mora,130800,35700,166500,0,2026-01-29
48,221762,CHARCAS                                 ,2263,GENERAL PUEYRREDON                      ,1,22,1,30,1101010122001030,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $92.500,00 y $93.000,00.","POLYGON ((4389922.22669797 6526158.69555194, 4389931.72667101 6526162.25804, 4389940.47664167 6526138.00810926, 4389930.75791924 6526134.32062158, 4389922.22669797 6526158.69555194))",EDIFICADO NoPH,URBANO,both,Estudio C,72,48,274000,2022-01-08,2026-01-08,35,50,31-60 días,En mora,26300,1800,28100,0,2026-03-04
49,221762,CHARCAS                                 ,2263,GENERAL PUEYRREDON                      ,1,22,1,30,1101010122001030,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4389922.22669797 6526158.69555194, 4389931.72667101 6526162.25804, 4389940.47664167 6526138.00810926, 4389930.75791924 6526134.32062158, 4389922.22669797 6526158.69555194))",EDIFICADO NoPH,URBANO,both,Estudio D,72,48,392000,2023-10-14,2027-10-14,91,22,91-180 días,En gestión judicial,246600,44300,290900,0,2025-12-31
50,221762,CHARCAS                                 ,2263,GENERAL PUEYRREDON                      ,1,22,1,30,1101010122001030,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $175.000,00 y $175.500,00.","POLYGON ((4389922.22669797 6526158.69555194, 4389931.72667101 6526162.25804, 4389940.47664167 6526138.00810926, 4389930.75791924 6526134.32062158, 4389922.22669797 6526158.69555194))",EDIFICADO NoPH,URBANO,both,Estudio D,72,48,607000,2023-10-16,2027-10-16,30,56,1-30 días,En mora,281300,16600,297900,12600,2026-02-21
51,221762,CHARCAS                                 ,2263,GENERAL PUEYRREDON                      ,1,22,1,30,1101010122001030,Perfil Muy Bueno,"Perfil Muy Bueno. Con actividad. NSE C1. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $163.000,00 y $163.500,00.","POLYGON ((4389922.22669797 6526158.69555194, 4389931.72667101 6526162.25804, 4389940.47664167 6526138.00810926, 4389930.75791924 6526134.32062158, 4389922.22669797 6526158.69555194))",EDIFICADO NoPH,URBANO,both,Estudio A,72,24,262000,2022-12-12,2024-12-12,3,81,1-30 días,En mora,2200,100,2300,10900,2026-04-06
52,221946,"ORTIZ, CIRIACO                          ",1210,GENERAL PUEYRREDON                      ,1,22,5,19,1101010122005019,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $210.500,00 y $211.000,00.","POLYGON ((4390383.8816358 6526319.63250746, 4390397.75659642 6526324.81999007, 4390401.81908287 6526314.00752093, 4390387.97537215 6526308.69503867, 4390383.8816358 6526319.63250746))",EDIFICADO NoPH,URBANO,both,Estudio B,60,18,728000,2022-10-17,2024-04-17,74,38,61-90 días,En mora,147600,18000,165600,0,2026-01-11
53,221946,"ORTIZ, CIRIACO                          ",1210,GENERAL PUEYRREDON                      ,1,22,5,19,1101010122005019,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $19.000,00 y $19.500,00.","POLYGON ((4390383.8816358 6526319.63250746, 4390397.75659642 6526324.81999007, 4390401.81908287 6526314.00752093, 4390387.97537215 6526308.69503867, 4390383.8816358 6526319.63250746))",EDIFICADO NoPH,URBANO,both,Estudio B,84,18,181000,2024-04-14,2025-10-14,166,29,91-180 días,En gestión judicial,82300,31400,113700,0,2025-11-07
54,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio B,120,6,445000,2022-07-25,2023-01-25,279,9,+180 días,En mora,340200,312100,652300,0,2025-07-11
55,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio A,60,18,691000,2022-02-21,2023-08-21,236,18,+180 días,En gestión judicial,446800,173300,620100,0,2025-08-03
56,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Adecuado,Perfil Adecuado. Con actividad. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio C,72,18,575000,2022-02-14,2023-08-14,35,68,31-60 días,En mora,55100,3800,58900,0,2026-02-22
57,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio A,60,6,1385000,2024-08-24,2025-02-24,327,22,+180 días,En gestión judicial,1108000,595600,1703600,0,2025-04-30
58,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Adecuado,Perfil Adecuado. Con actividad. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio C,96,12,212000,2023-02-04,2024-02-04,35,59,31-60 días,En mora,20300,1900,22200,0,2026-02-28
59,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE D2. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $300.000,00 y $300.500,00.","POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio C,72,24,138000,2022-04-22,2024-04-22,94,24,91-180 días,En mora,35500,6600,42100,0,2025-12-30
60,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE C3. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $541.000,00 y $541.500,00.","POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio D,108,18,181000,2024-08-21,2026-02-21,33,50,31-60 días,En mora,16400,1600,18000,10100,2026-03-04
61,222307,UCRANIA                                 ,1155,GENERAL PUEYRREDON                      ,1,22,21,32,1101010122021032,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE C1. De cumplimiento normal con entidades financieras. Con mora en los últimos 24 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $150.500,00 y $151.000,00.","POLYGON ((4389956.94533493 6526083.25826612, 4389959.38282683 6526076.94578412, 4389947.7266099 6526072.50829896, 4389945.19536832 6526079.07078024, 4389956.94533493 6526083.25826612))",EDIFICADO NoPH,URBANO,both,Estudio C,96,48,575000,2022-06-12,2026-06-12,92,25,91-180 días,En mora,170900,41400,212300,0,2026-01-05
62,222498,LIBERTAD                                ,2515,GENERAL PUEYRREDON                      ,1,22,35,5,1101010122035005,Perfil Bueno,"Perfil Bueno. Con actividad. NSE C2. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $345.500,00 y $346.000,00.","POLYGON ((4390266.41311814 6525657.94695492, 4390269.81935847 6525659.13445091, 4390280.44432851 6525664.25943425, 4390278.28808499 6525665.69693041, 4390285.28806618 6525674.75940286, 4390291.78804651 6525669.69691655, 4390722.03683311 6525876.6337435, 4390692.59938923 6525697.32177079, 4390691.41189149 6525690.07179211, 4390559.63101743 6525653.07192135, 4390543.34981388 6525648.50943729, 4390541.63106879 6525648.00943903, 4390526.22486273 6525643.6969541, 4390321.56919655 6525586.2596548, 4390292.94427799 6525576.94718661, 4390276.00683554 6525628.63453878, 4390266.41311814 6525657.94695492))",EDIFICADO NoPH,URBANO,both,Estudio B,108,18,513000,2023-01-04,2024-07-04,2,62,1-30 días,En mora,2800,200,3000,0,2026-04-05
63,222507,GAVILAN                                 ,764,GENERAL PUEYRREDON                      ,1,22,35,14,1101010122035014,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE C3. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $336.500,00 y $337.000,00.","POLYGON ((4390204.56953877 6525605.25961854, 4390195.94456824 6525632.57204037, 4390253.60065456 6525653.50946995, 4390266.41311814 6525657.94695492, 4390276.00683554 6525628.63453878, 4390264.47561835 6525624.88455158, 4390231.6944616 6525614.13458825, 4390204.56953877 6525605.25961854))",EDIFICADO NoPH,URBANO,both,Estudio D,96,48,389000,2022-01-23,2026-01-23,172,34,91-180 días,En mora,183300,82900,266200,0,2025-10-23
64,222507,GAVILAN                                 ,764,GENERAL PUEYRREDON                      ,1,22,35,14,1101010122035014,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $36.500,00 y $37.000,00.","POLYGON ((4390204.56953877 6525605.25961854, 4390195.94456824 6525632.57204037, 4390253.60065456 6525653.50946995, 4390266.41311814 6525657.94695492, 4390276.00683554 6525628.63453878, 4390264.47561835 6525624.88455158, 4390231.6944616 6525614.13458825, 4390204.56953877 6525605.25961854))",EDIFICADO NoPH,URBANO,both,Estudio B,84,24,165000,2024-01-15,2026-01-15,153,32,91-180 días,En gestión judicial,69200,24400,93600,0,2025-10-25
65,222622,ROMA                                    ,1023,GENERAL PUEYRREDON                      ,1,23,2,12,1101010123002012,Perfil Insuficiente,Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 18 meses según BCRA. Registra información judicial relevada y/o edictos publicados. No registra compromiso mensual asumido.,"POLYGON ((4389001.16551669 6525544.32249363, 4388998.29 6525554.08, 4388997.95991766 6525555.072111893, 4389025.92234529 6525564.58496851, 4389029.13543735 6525554.82245842, 4389001.16551669 6525544.32249363))",EDIFICADO NoPH,URBANO,both,Estudio B,120,6,620000,2024-02-06,2024-08-06,163,21,91-180 días,En mora,276900,148400,425300,0,2025-10-30
